TestGesamt,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Time
7837987,155,72,865,85,3,2021-05-10
4818439,111,60,339,71,4,2021-05-10
1794193,41,19,161,33,5,2021-05-10
4078199,184,40,346,63,6,2021-05-10
3636270,58,29,166,26,7,2021-05-10
2263315,33,8,112,63,8,2021-05-10
7543873,235,131,542,233,9,2021-05-10
34639633,863,385,2927,636,10,2021-05-10
1455545,11,15,163,20,1,2021-05-11
1229754,41,9,219,44,2,2021-05-11
7907389,151,67,869,69,3,2021-05-11
4876182,110,52,340,79,4,2021-05-11
1828764,47,15,155,37,5,2021-05-11
4129903,182,37,347,66,6,2021-05-11
3646781,58,29,166,26,7,2021-05-11
2291760,29,7,113,64,8,2021-05-11
7637152,228,127,549,237,9,2021-05-11
35003230,857,358,2921,642,10,2021-05-11
1467008,10,13,164,22,1,2021-05-12
1309335,38,7,221,45,2,2021-05-12
7966852,151,62,869,61,3,2021-05-12
4909829,104,51,346,80,4,2021-05-12
1844034,40,14,143,36,5,2021-05-12
4179323,175,34,352,68,6,2021-05-12
3657922,48,28,175,30,7,2021-05-12
2313789,30,9,112,63,8,2021-05-12
7734926,201,119,576,245,9,2021-05-12
35383018,797,337,2958,650,10,2021-05-12
1478247,8,12,165,23,1,2021-05-13
1311192,36,4,223,48,2,2021-05-13
8024719,122,64,218,68,3,2021-05-13
4959174,97,46,353,85,4,2021-05-13
1862735,31,14,152,38,5,2021-05-13
4219812,158,34,369,68,6,2021-05-13
3779126,41,29,181,25,7,2021-05-13
2341732,21,10,121,63,8,2021-05-13
7821975,181,103,596,261,9,2021-05-13
35798712,695,316,2378,679,10,2021-05-13
1486326,12,9,164,26,1,2021-05-14
1311813,41,6,218,46,2,2021-05-14
8055822,110,61,230,85,3,2021-05-14
4978489,99,46,351,85,4,2021-05-14
1870174,29,14,154,38,5,2021-05-14
4221618,168,37,359,63,6,2021-05-14
3790391,45,29,182,25,7,2021-05-14
2358960,20,10,122,63,8,2021-05-14
7866320,162,110,615,254,9,2021-05-14
35939913,686,322,2395,685,10,2021-05-14
1504261,14,8,153,27,1,2021-05-15
1312408,29,5,236,47,2,2021-05-15
8113423,99,63,241,76,3,2021-05-15
5009678,77,48,373,83,4,2021-05-15
1889696,26,16,127,36,5,2021-05-15
4262577,147,32,380,66,6,2021-05-15
3801169,38,27,194,27,7,2021-05-15
2391484,14,9,129,64,8,2021-05-15
7932899,184,107,593,257,9,2021-05-15
36217595,628,315,2426,683,10,2021-05-15
1509785,14,7,157,28,1,2021-05-16
1312915,26,3,236,47,2,2021-05-16
8147830,101,55,239,86,3,2021-05-16
5026717,83,43,367,88,4,2021-05-16
1898269,27,14,126,38,5,2021-05-16
4285484,152,28,376,70,6,2021-05-16
3809353,40,26,187,26,7,2021-05-16
2410258,13,9,130,65,8,2021-05-16
7992464,156,100,621,264,9,2021-05-16
36393075,612,285,2439,712,10,2021-05-16
1517991,14,8,156,27,1,2021-05-17
1313439,29,3,226,46,2,2021-05-17
8178563,94,57,246,87,3,2021-05-17
5051147,83,45,367,86,4,2021-05-17
1898993,28,13,125,39,5,2021-05-17
4287187,162,26,366,70,6,2021-05-17
3822593,42,25,178,26,7,2021-05-17
2417817,18,9,124,62,8,2021-05-17
8043717,154,104,623,260,9,2021-05-17
36531447,624,290,2411,703,10,2021-05-17
1533956,13,8,158,27,1,2021-05-18
1314141,33,2,222,46,2,2021-05-18
8235423,95,56,245,75,3,2021-05-18
5094728,74,43,376,88,4,2021-05-18
1927721,25,13,128,39,5,2021-05-18
4336839,146,28,381,69,6,2021-05-18
3832350,38,26,181,26,7,2021-05-18
2440424,19,9,123,61,8,2021-05-18
8125236,157,93,620,271,9,2021-05-18
36840818,600,278,2434,702,10,2021-05-18
1548756,14,9,152,26,1,2021-05-19
1350222,33,1,221,48,2,2021-05-19
8316175,87,56,253,70,3,2021-05-19
5136216,69,43,381,88,4,2021-05-19
1943649,25,15,114,37,5,2021-05-19
4399664,126,26,399,71,6,2021-05-19
3845363,34,24,178,28,7,2021-05-19
2458279,21,6,121,67,8,2021-05-19
8239058,154,86,623,278,9,2021-05-19
37237382,563,266,2442,713,10,2021-05-19
1563307,10,8,155,27,1,2021-05-20
1352816,34,1,221,44,2,2021-05-20
8400686,82,55,258,88,3,2021-05-20
5202123,58,39,450,103,4,2021-05-20
1968147,21,16,118,36,5,2021-05-20
4456349,120,23,405,74,6,2021-05-20
3862170,30,24,183,26,7,2021-05-20
2480216,19,6,123,63,8,2021-05-20
8340220,144,77,633,287,9,2021-05-20
37626034,518,249,2546,748,10,2021-05-20
1574418,10,8,154,27,1,2021-05-21
1359493,34,3,221,42,2,2021-05-21
8442978,77,57,263,86,3,2021-05-21
5242055,54,38,350,103,4,2021-05-21
1987040,17,16,122,36,5,2021-05-21
4498321,113,24,412,74,6,2021-05-21
3975707,25,23,186,31,7,2021-05-21
2498381,14,7,128,63,8,2021-05-21
8471793,119,58,658,306,9,2021-05-21
38050186,463,234,2494,768,10,2021-05-21
1602084,9,9,156,26,1,2021-05-22
1360969,27,2,221,42,2,2021-05-22
8558956,73,53,267,97,3,2021-05-22
5296575,44,36,306,67,4,2021-05-22
2019534,18,13,121,39,5,2021-05-22
4570020,87,22,438,76,6,2021-05-22
3993726,20,22,186,32,7,2021-05-22
2529280,9,7,133,63,8,2021-05-22
8598393,119,73,658,291,9,2021-05-22
38529537,406,237,2486,733,10,2021-05-22
1614604,10,9,158,26,1,2021-05-23
1361273,23,1,229,46,2,2021-05-23
8631708,65,52,275,97,3,2021-05-23
5337719,44,37,306,66,4,2021-05-23
2042689,18,13,121,39,5,2021-05-23
4623087,86,22,439,76,6,2021-05-23
4011721,23,23,187,31,7,2021-05-23
2548467,9,7,133,63,8,2021-05-23
8706441,108,73,669,291,9,2021-05-23
38877709,386,237,2517,735,10,2021-05-23
1626356,12,9,156,26,1,2021-05-24
1361533,21,1,233,47,2,2021-05-24
8674411,65,55,275,96,3,2021-05-24
5369323,43,39,307,64,4,2021-05-24
2044067,17,13,122,39,5,2021-05-24
4642645,83,16,442,82,6,2021-05-24
4030998,23,22,187,33,7,2021-05-24
2556281,8,7,134,63,8,2021-05-24
8783610,96,62,681,302,9,2021-05-24
39089224,368,224,2537,752,10,2021-05-24
1637958,10,10,156,25,1,2021-05-25
1364105,19,0,235,46,2,2021-05-25
8727483,66,54,274,100,3,2021-05-25
5456970,48,39,302,64,4,2021-05-25
2060793,15,13,124,39,5,2021-05-25
4744944,86,16,439,83,6,2021-05-25
4050839,23,23,178,33,7,2021-05-25
2568768,9,6,134,64,8,2021-05-25
8859658,107,59,670,305,9,2021-05-25
39471518,383,220,2512,759,10,2021-05-25
1653636,8,8,155,27,1,2021-05-26
1397311,15,0,241,46,2,2021-05-26
8809015,69,49,271,86,3,2021-05-26
5482943,45,34,305,69,4,2021-05-26
2105841,14,11,112,41,5,2021-05-26
4832028,62,15,445,82,6,2021-05-26
4065841,19,23,205,25,7,2021-05-26
2588098,13,6,129,62,8,2021-05-26
8979797,104,52,673,312,9,2021-05-26
39914510,349,198,2536,750,10,2021-05-26
1665407,10,11,152,24,1,2021-05-27
1465110,11,0,247,48,2,2021-05-27
8870648,67,48,273,87,3,2021-05-27
5563074,41,32,309,71,4,2021-05-27
2122292,17,9,109,42,5,2021-05-27
4904697,62,9,443,87,6,2021-05-27
4142109,19,21,183,27,7,2021-05-27
2603856,9,6,133,62,8,2021-05-27
9119645,82,56,695,308,9,2021-05-27
40456838,318,192,2544,756,10,2021-05-27
1681489,9,12,149,24,1,2021-05-28
1465132,10,0,235,48,2,2021-05-28
8927523,62,44,278,82,3,2021-05-28
5592840,34,31,216,72,4,2021-05-28
2137210,15,8,115,44,5,2021-05-28
4973341,50,7,454,90,6,2021-05-28
4155773,16,19,190,27,7,2021-05-28
2619597,6,6,136,61,8,2021-05-28
9236221,83,44,694,320,9,2021-05-28
40789126,285,171,2467,768,10,2021-05-28
1704353,10,12,93,23,1,2021-05-29
1466702,9,0,236,48,2,2021-05-29
9006552,60,44,280,96,3,2021-05-29
5638147,30,32,220,71,4,2021-05-29
2181257,16,7,114,45,5,2021-05-29
5063656,43,7,484,90,6,2021-05-29
4173329,16,15,189,33,7,2021-05-29
2645775,7,5,135,63,8,2021-05-29
9344468,82,41,695,323,9,2021-05-29
41224239,273,163,2446,792,10,2021-05-29
1718043,9,11,95,24,1,2021-05-30
1466953,11,0,234,48,2,2021-05-30
9066796,52,41,288,108,3,2021-05-30
5638796,31,31,219,72,4,2021-05-30
2222303,17,7,112,45,5,2021-05-30
5132802,43,6,484,90,6,2021-05-30
4188903,18,15,184,33,7,2021-05-30
2660255,9,4,133,63,8,2021-05-30
9468873,74,34,703,330,9,2021-05-30
41563724,264,149,2452,813,10,2021-05-30
1727866,10,10,97,25,1,2021-05-31
1467424,11,0,239,50,2,2021-05-31
9104097,55,41,285,118,3,2021-05-31
5639735,32,32,218,71,4,2021-05-31
2248912,16,7,107,45,5,2021-05-31
5179808,38,6,473,90,6,2021-05-31
4206311,17,15,182,32,7,2021-05-31
2666184,9,5,133,63,8,2021-05-31
9535872,70,36,707,328,9,2021-05-31
41776209,258,152,2441,822,10,2021-05-31
1743240,11,9,118,26,1,2021-06-01
1467836,29,8,220,50,2,2021-06-01
9165500,46,37,294,111,3,2021-06-01
5648327,33,27,217,76,4,2021-06-01
2292718,18,7,105,45,5,2021-06-01
5254136,38,6,473,90,6,2021-06-01
4220340,15,16,178,33,7,2021-06-01
2681953,8,5,134,61,8,2021-06-01
9648499,70,32,707,332,9,2021-06-01
42122549,268,147,2446,824,10,2021-06-01
1755748,11,9,103,26,1,2021-06-02
1513700,30,7,223,51,2,2021-06-02
9215471,48,37,292,107,3,2021-06-02
6186623,27,25,223,55,4,2021-06-02
2327933,17,4,106,48,5,2021-06-02
5334198,36,5,467,93,6,2021-06-02
4234223,16,14,178,36,7,2021-06-02
2693527,9,5,133,61,8,2021-06-02
9786653,72,30,705,334,9,2021-06-02
43048076,266,136,2430,811,10,2021-06-02
1771077,12,7,98,28,1,2021-06-03
1515354,30,5,219,51,2,2021-06-03
9296476,42,36,298,86,3,2021-06-03
6347909,24,19,226,61,4,2021-06-03
2375279,13,5,110,47,5,2021-06-03
5407581,31,6,472,92,6,2021-06-03
4381873,16,14,186,36,7,2021-06-03
2713592,9,5,133,61,8,2021-06-03
9919962,68,31,709,333,9,2021-06-03
43729103,245,128,2451,795,10,2021-06-03
1796354,13,7,94,28,1,2021-06-04
1515535,29,5,221,51,2,2021-06-04
9343787,41,36,299,103,3,2021-06-04
6416222,26,16,224,64,4,2021-06-04
2415076,14,1,109,51,5,2021-06-04
5480189,32,6,473,92,6,2021-06-04
4401121,20,15,183,35,7,2021-06-04
2723752,9,5,133,61,8,2021-06-04
10018309,63,24,714,340,9,2021-06-04
44110345,247,115,2450,825,10,2021-06-04
1820591,13,7,94,28,1,2021-06-05
1621778,28,5,221,51,2,2021-06-05
9420683,41,31,299,103,3,2021-06-05
6600593,23,17,227,63,4,2021-06-05
2473506,10,4,113,47,5,2021-06-05
5608953,23,6,471,92,6,2021-06-05
4418730,17,16,186,34,7,2021-06-05
2744656,8,5,135,61,8,2021-06-05
10149504,125,59,652,305,9,2021-06-05
44858994,288,150,2398,784,10,2021-06-05
1837099,9,9,100,26,1,2021-06-06
1622297,30,4,221,52,2,2021-06-06
9471896,38,30,302,107,3,2021-06-06
6700206,25,17,225,63,4,2021-06-06
2520970,11,4,112,49,5,2021-06-06
5692157,24,8,471,90,6,2021-06-06
4436149,21,16,180,32,7,2021-06-06
2756379,9,5,133,65,8,2021-06-06
10241226,117,51,660,313,9,2021-06-06
45278379,284,144,2404,797,10,2021-06-06
1850359,9,9,97,26,1,2021-06-07
1622432,26,3,222,50,2,2021-06-07
9505891,41,31,299,116,3,2021-06-07
6779215,29,17,221,58,4,2021-06-07
2548188,11,4,112,48,5,2021-06-07
5743459,24,8,472,91,6,2021-06-07
4453610,21,16,174,32,7,2021-06-07
2761583,6,6,136,66,8,2021-06-07
10306257,113,52,664,312,9,2021-06-07
45570994,280,146,2397,799,10,2021-06-07
1865108,8,8,99,27,1,2021-06-08
1622983,28,3,223,50,2,2021-06-08
9554145,42,30,298,98,3,2021-06-08
6851691,25,14,225,61,4,2021-06-08
2592217,11,4,112,48,5,2021-06-08
5814485,30,6,464,94,6,2021-06-08
4464243,16,14,172,34,7,2021-06-08
2773203,2,6,140,63,8,2021-06-08
10444930,113,42,664,322,9,2021-06-08
45983005,275,127,2397,797,10,2021-06-08
1874198,6,8,98,27,1,2021-06-09
1623397,20,3,223,50,2,2021-06-09
9585653,37,29,97,90,3,2021-06-09
6916778,19,15,231,61,4,2021-06-09
2617680,12,3,111,49,5,2021-06-09
5888257,30,5,464,93,6,2021-06-09
4582056,13,13,174,35,7,2021-06-09
2781377,0,6,100,65,8,2021-06-09
10556770,111,40,666,324,9,2021-06-09
46426166,248,122,2164,794,10,2021-06-09
1893858,8,4,96,31,1,2021-06-10
1804702,25,3,223,50,2,2021-06-10
9623375,42,25,92,89,3,2021-06-10
6985491,17,14,233,61,4,2021-06-10
2645894,10,3,113,49,5,2021-06-10
5946210,28,5,466,90,6,2021-06-10
4590996,15,12,172,34,7,2021-06-10
2792740,1,7,99,65,8,2021-06-10
10659403,98,40,679,324,9,2021-06-10
46942669,244,113,2173,793,10,2021-06-10
1905410,6,4,104,31,1,2021-06-11
1804890,25,3,224,50,2,2021-06-11
9665399,41,24,93,98,3,2021-06-11
7048854,17,13,233,62,4,2021-06-11
2672794,9,3,114,49,5,2021-06-11
6000972,18,3,471,93,6,2021-06-11
4599197,13,12,176,26,7,2021-06-11
2801409,3,7,97,65,8,2021-06-11
10769255,97,28,680,336,9,2021-06-11
47268180,229,97,2192,810,10,2021-06-11
1930444,5,4,103,31,1,2021-06-12
1805034,27,3,223,51,2,2021-06-12
9715155,38,25,96,115,3,2021-06-12
7145413,14,11,236,64,4,2021-06-12
2712073,10,2,113,50,5,2021-06-12
6091501,9,3,481,94,6,2021-06-12
4611397,13,11,168,26,7,2021-06-12
2818988,3,7,97,65,8,2021-06-12
10895429,98,33,679,331,9,2021-06-12
47725434,217,99,2196,827,10,2021-06-12
1944166,6,4,104,31,1,2021-06-13
1805141,28,3,222,51,2,2021-06-13
9797671,38,25,96,115,3,2021-06-13
7240165,15,11,235,64,4,2021-06-13
2751407,10,2,113,50,5,2021-06-13
6171433,9,3,481,94,6,2021-06-13
4620870,12,11,168,26,7,2021-06-13
2828315,3,7,97,65,8,2021-06-13
10986811,98,33,679,331,9,2021-06-13
48145979,219,99,2195,827,10,2021-06-13
1959166,6,3,104,32,1,2021-06-14
1805558,26,3,223,51,2,2021-06-14
9832538,28,26,106,111,3,2021-06-14
7331751,16,11,234,64,4,2021-06-14
2782675,8,1,115,51,5,2021-06-14
6235105,10,3,481,96,6,2021-06-14
4631104,12,11,170,27,7,2021-06-14
2832446,4,7,96,67,8,2021-06-14
11048387,98,33,679,331,9,2021-06-14
48458730,208,98,2208,830,10,2021-06-14
1972399,4,3,105,32,1,2021-06-15
1805701,26,3,224,51,2,2021-06-15
9872454,30,25,104,96,3,2021-06-15
7391731,16,12,234,63,4,2021-06-15
2829182,8,1,115,51,5,2021-06-15
6302992,9,2,482,97,6,2021-06-15
4639446,12,9,150,29,7,2021-06-15
2842061,4,6,96,65,8,2021-06-15
11157197,96,33,681,331,9,2021-06-15
48813163,205,94,2191,815,10,2021-06-15
1983066,3,3,107,32,1,2021-06-16
1806568,25,3,224,50,2,2021-06-16
9956708,28,22,106,90,3,2021-06-16
7457570,11,12,239,63,4,2021-06-16
2855325,8,1,110,51,5,2021-06-16
6356020,10,2,485,100,6,2021-06-16
4645623,12,9,146,29,7,2021-06-16
2849408,4,6,96,67,8,2021-06-16
11257571,87,34,690,330,9,2021-06-16
49167859,188,92,2203,812,10,2021-06-16
1995247,4,3,108,32,1,2021-06-17
1975056,25,3,223,50,2,2021-06-17
10028225,27,21,107,92,3,2021-06-17
7528779,11,11,242,64,4,2021-06-17
2884812,7,1,111,51,5,2021-06-17
6407654,10,1,186,54,6,2021-06-17
4653426,13,8,147,29,7,2021-06-17
2858657,4,6,96,67,8,2021-06-17
11362050,84,32,693,332,9,2021-06-17
49693906,185,86,1913,771,10,2021-06-17
2006024,5,3,106,32,1,2021-06-18
1977261,22,3,227,51,2,2021-06-18
10116833,26,20,108,77,3,2021-06-18
7595397,7,11,243,64,4,2021-06-18
2913134,10,1,108,48,5,2021-06-18
6469877,7,0,189,51,6,2021-06-18
4772236,11,7,158,31,7,2021-06-18
2865649,1,6,99,62,8,2021-06-18
11467186,86,33,691,331,9,2021-06-18
50183597,175,84,1929,747,10,2021-06-18
2026391,5,3,108,32,1,2021-06-19
1977462,21,3,227,51,2,2021-06-19
10222213,24,21,110,96,3,2021-06-19
7687434,7,11,243,64,4,2021-06-19
2950878,9,1,109,51,5,2021-06-19
6555795,6,0,190,51,6,2021-06-19
4783428,9,7,162,30,7,2021-06-19
2879780,1,6,99,62,8,2021-06-19
11580548,82,31,695,333,9,2021-06-19
50663929,164,83,1943,770,10,2021-06-19
2039220,4,3,108,32,1,2021-06-20
1977544,21,3,227,51,2,2021-06-20
10320165,24,21,110,114,3,2021-06-20
7776776,6,11,244,64,4,2021-06-20
2988333,8,1,110,51,5,2021-06-20
6634725,6,0,190,52,6,2021-06-20
4792662,8,7,160,31,7,2021-06-20
2886022,1,6,99,62,8,2021-06-20
11667419,86,32,691,332,9,2021-06-20
51082866,164,84,1939,789,10,2021-06-20
2052395,3,3,109,32,1,2021-06-21
1977658,19,2,227,51,2,2021-06-21
10414049,23,19,111,116,3,2021-06-21
7863422,11,11,245,64,4,2021-06-21
3019003,8,1,110,51,5,2021-06-21
6702817,6,0,190,52,6,2021-06-21
4801848,10,7,153,29,7,2021-06-21
2889717,4,4,96,67,8,2021-06-21
11736974,80,33,697,331,9,2021-06-21
51457883,164,80,1938,793,10,2021-06-21
2063940,5,2,107,33,1,2021-06-22
1978219,19,2,225,51,2,2021-06-22
10484220,27,18,107,103,3,2021-06-22
7920724,12,12,238,63,4,2021-06-22
3052367,8,0,110,52,5,2021-06-22
6766613,6,0,190,52,6,2021-06-22
4809465,9,6,148,30,7,2021-06-22
3288639,6,2,94,67,8,2021-06-22
11799322,77,31,700,333,9,2021-06-22
52163509,169,73,1919,784,10,2021-06-22
2073449,5,2,98,33,1,2021-06-23
1981055,20,2,224,51,2,2021-06-23
10553682,23,17,111,107,3,2021-06-23
7973461,8,12,242,63,4,2021-06-23
3074226,3,0,105,51,5,2021-06-23
6853661,4,0,192,52,6,2021-06-23
4815067,6,7,150,31,7,2021-06-23
3302104,5,2,95,67,8,2021-06-23
11926667,83,28,694,336,9,2021-06-23
52553372,157,70,1911,791,10,2021-06-23
2083776,5,2,107,33,1,2021-06-24
1981250,21,2,224,51,2,2021-06-24
10621263,19,15,115,100,3,2021-06-24
7994979,8,11,242,64,4,2021-06-24
3097940,3,0,105,50,5,2021-06-24
6909925,3,1,193,50,6,2021-06-24
4821648,7,6,146,30,7,2021-06-24
3317855,4,2,96,70,8,2021-06-24
12015642,76,32,701,332,9,2021-06-24
52844278,146,71,1929,780,10,2021-06-24
2093723,5,2,104,33,1,2021-06-25
1981348,18,2,226,51,2,2021-06-25
10690025,13,14,121,112,3,2021-06-25
8082568,8,11,242,64,4,2021-06-25
3120176,3,0,105,52,5,2021-06-25
6962076,3,1,193,50,6,2021-06-25
4928619,6,5,148,27,7,2021-06-25
3331638,5,2,95,70,8,2021-06-25
12105765,66,31,711,333,9,2021-06-25
53295938,127,68,1945,792,10,2021-06-25
2103171,5,2,104,33,1,2021-06-26
2004568,15,3,227,50,2,2021-06-26
10774070,13,14,121,115,3,2021-06-26
8155591,9,11,241,64,4,2021-06-26
3150244,3,0,105,52,5,2021-06-26
7035376,2,1,194,52,6,2021-06-26
4937564,5,6,152,25,7,2021-06-26
3353242,5,2,95,70,8,2021-06-26
12199720,71,34,706,330,9,2021-06-26
53713546,128,73,1945,791,10,2021-06-26
2122735,5,2,104,33,1,2021-06-27
2004600,15,3,227,50,2,2021-06-27
10860588,12,12,122,122,3,2021-06-27
8230399,9,11,241,64,4,2021-06-27
3182300,2,0,106,52,5,2021-06-27
7108156,2,1,194,52,6,2021-06-27
4945351,5,6,151,25,7,2021-06-27
3372599,4,2,96,70,8,2021-06-27
12199720,68,26,709,338,9,2021-06-27
54026448,122,63,1950,806,10,2021-06-27
2133953,5,2,105,33,1,2021-06-28
2004662,16,3,226,51,2,2021-06-28
10946930,13,12,121,113,3,2021-06-28
8309730,7,11,243,64,4,2021-06-28
3210537,2,0,106,52,5,2021-06-28
7168756,3,1,188,56,6,2021-06-28
4953109,5,6,149,25,7,2021-06-28
3391186,2,2,98,70,8,2021-06-28
12335199,65,24,712,340,9,2021-06-28
54454062,118,61,1948,804,10,2021-06-28
2146251,4,2,108,33,1,2021-06-29
2004843,18,2,225,50,2,2021-06-29
11017403,15,12,119,96,3,2021-06-29
8364849,11,9,239,66,4,2021-06-29
3243318,4,0,100,52,5,2021-06-29
7229806,3,1,185,55,6,2021-06-29
4959296,5,5,149,26,7,2021-06-29
3409273,2,3,98,67,8,2021-06-29
12429991,67,22,710,342,9,2021-06-29
54805030,129,56,1933,787,10,2021-06-29
2155121,4,2,105,33,1,2021-06-30
2005306,18,2,226,51,2,2021-06-30
11067509,18,12,116,91,3,2021-06-30
8409696,4,6,246,69,4,2021-06-30
3262409,4,0,96,51,5,2021-06-30
7293891,3,1,187,53,6,2021-06-30
4964111,4,5,150,22,7,2021-06-30
3421341,2,2,98,65,8,2021-06-30
12516893,55,30,722,334,9,2021-06-30
55096277,112,60,1946,769,10,2021-06-30
