TestGesamt,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Time
47321,3,0,77,40,2,2020-08-14
176256,16,3,1454,167,3,2020-08-14
138419,13,5,2241,81,4,2020-08-14
51575,4,0,40,2,5,2020-08-14
89066,7,3,1137,83,6,2020-08-14
172650,6,0,4,28,7,2020-08-14
50185,2,0,82,28,8,2020-08-14
253370,39,8,1918,298,9,2020-08-14
1003432,91,19,7277,742,10,2020-08-14
25055,0,0,383,13,1,2020-08-15
47714,2,0,78,40,2,2020-08-15
177789,14,4,1553,166,3,2020-08-15
139400,13,5,2241,81,4,2020-08-15
51715,4,0,40,2,5,2020-08-15
89433,6,3,1137,83,6,2020-08-15
173799,6,0,4,28,7,2020-08-15
51079,1,0,83,23,8,2020-08-15
253370,37,9,2084,312,9,2020-08-15
1009354,83,21,7603,748,10,2020-08-15
25202,0,0,407,16,1,2020-08-16
47873,2,0,78,40,2,2020-08-16
179145,14,4,1780,166,3,2020-08-16
139752,13,5,2241,81,4,2020-08-16
51827,2,0,42,2,5,2020-08-16
89645,5,3,1526,73,6,2020-08-16
175195,6,0,4,28,7,2020-08-16
51891,1,0,83,23,8,2020-08-16
257960,22,7,2308,323,9,2020-08-16
1018490,65,19,8469,752,10,2020-08-16
25260,0,0,346,12,1,2020-08-17
48043,2,0,78,40,2,2020-08-17
180482,22,4,2600,166,3,2020-08-17
140263,16,5,2854,84,4,2020-08-17
52082,4,0,40,2,5,2020-08-17
90327,5,3,1578,89,6,2020-08-17
176111,8,1,9,38,7,2020-08-17
52273,1,0,83,23,8,2020-08-17
259226,33,10,2344,312,9,2020-08-17
1024067,91,23,9932,766,10,2020-08-17
25621,0,0,283,14,1,2020-08-18
48428,2,0,78,40,2,2020-08-18
182207,20,3,2557,167,3,2020-08-18
142632,17,4,1366,84,4,2020-08-18
52399,4,0,40,2,5,2020-08-18
93757,5,3,1227,87,6,2020-08-18
177526,8,1,9,33,7,2020-08-18
52825,2,0,82,30,8,2020-08-18
262493,39,8,2170,329,9,2020-08-18
1037888,97,19,7812,786,10,2020-08-18
26211,0,0,290,11,1,2020-08-19
48932,1,0,79,40,2,2020-08-19
183596,16,5,1781,165,3,2020-08-19
144342,18,4,2172,79,4,2020-08-19
53354,4,0,98,4,5,2020-08-19
95789,8,2,1058,72,6,2020-08-19
178622,9,1,8,36,7,2020-08-19
52962,2,0,82,29,8,2020-08-19
265363,43,8,2045,314,9,2020-08-19
1049171,101,20,7613,750,10,2020-08-19
26688,1,0,295,11,1,2020-08-20
49448,1,1,79,39,2,2020-08-20
185069,17,2,1605,168,3,2020-08-20
146606,13,4,2102,73,4,2020-08-20
54143,4,0,98,4,5,2020-08-20
97384,6,2,1049,66,6,2020-08-20
179776,9,2,8,35,7,2020-08-20
53611,2,0,82,23,8,2020-08-20
268712,42,10,1951,310,9,2020-08-20
1061437,95,21,7269,729,10,2020-08-20
27338,1,0,317,10,1,2020-08-21
51507,1,1,79,39,2,2020-08-21
186613,14,2,1463,168,3,2020-08-21
148044,15,4,2312,64,4,2020-08-21
54636,5,1,97,3,5,2020-08-21
99761,6,2,1057,86,6,2020-08-21
181229,7,2,9,27,7,2020-08-21
54690,2,0,82,20,8,2020-08-21
271591,39,10,1957,310,9,2020-08-21
1075409,90,22,7373,727,10,2020-08-21
27975,1,0,340,11,1,2020-08-22
52304,1,1,79,39,2,2020-08-22
188189,15,3,1554,167,3,2020-08-22
149396,15,4,2312,64,4,2020-08-22
55088,6,1,112,3,5,2020-08-22
101776,6,1,1111,95,6,2020-08-22
182402,7,2,9,27,7,2020-08-22
55761,2,0,82,21,8,2020-08-22
274264,41,10,2159,307,9,2020-08-22
1087155,94,22,7758,734,10,2020-08-22
28161,1,0,376,14,1,2020-08-23
52505,1,1,79,39,2,2020-08-23
189445,13,3,1777,167,3,2020-08-23
150123,15,4,2312,64,4,2020-08-23
55391,5,1,113,3,5,2020-08-23
103091,4,1,1527,86,6,2020-08-23
183554,7,2,9,27,7,2020-08-23
57078,2,0,82,21,8,2020-08-23
275639,45,11,2283,307,9,2020-08-23
1094987,93,23,8558,728,10,2020-08-23
28246,1,0,803,16,1,2020-08-24
52598,2,1,79,39,2,2020-08-24
190724,15,2,2506,168,3,2020-08-24
150779,15,6,2804,80,4,2020-08-24
55573,5,1,113,3,5,2020-08-24
103978,4,1,1587,87,6,2020-08-24
184445,11,2,5,36,7,2020-08-24
57350,2,0,82,21,8,2020-08-24
277513,57,10,2486,329,9,2020-08-24
1101206,112,23,10465,779,10,2020-08-24
28436,1,0,311,16,1,2020-08-25
52915,3,0,77,40,2,2020-08-25
192181,15,3,2516,167,3,2020-08-25
151613,17,4,2331,73,4,2020-08-25
55981,5,1,113,3,5,2020-08-25
105070,4,1,1187,88,6,2020-08-25
185521,8,3,8,31,7,2020-08-25
57690,1,0,83,26,8,2020-08-25
280682,60,11,2305,313,9,2020-08-25
1110089,114,23,8931,757,10,2020-08-25
28633,0,0,293,17,1,2020-08-26
52915,3,0,77,40,2,2020-08-26
193829,13,4,1772,166,3,2020-08-26
152788,19,4,2111,77,4,2020-08-26
56168,5,1,113,3,5,2020-08-26
106458,8,0,1071,93,6,2020-08-26
186620,7,3,9,31,7,2020-08-26
58229,2,0,82,24,8,2020-08-26
283559,61,11,2106,301,9,2020-08-26
1119199,118,23,7634,752,10,2020-08-26
29194,0,1,316,19,1,2020-08-27
53515,3,0,76,40,2,2020-08-27
195539,17,5,1563,165,3,2020-08-27
154389,20,4,2058,76,4,2020-08-27
56731,6,1,112,3,5,2020-08-27
108816,8,0,979,93,6,2020-08-27
187731,8,2,9,27,7,2020-08-27
58809,2,0,82,28,8,2020-08-27
288519,57,11,2058,279,9,2020-08-27
1133243,121,24,7253,730,10,2020-08-27
29391,0,1,311,14,1,2020-08-28
55676,2,0,78,40,2,2020-08-28
197676,15,8,1420,162,3,2020-08-28
155704,20,4,2182,80,4,2020-08-28
57008,6,1,112,3,5,2020-08-28
110217,6,0,887,102,6,2020-08-28
188688,8,2,7,24,7,2020-08-28
59467,2,0,82,22,8,2020-08-28
294117,60,11,2044,281,9,2020-08-28
1147944,119,27,7123,728,10,2020-08-28
29625,0,1,374,12,1,2020-08-29
55939,2,0,78,40,2,2020-08-29
199311,13,10,1376,160,3,2020-08-29
156779,20,4,2182,80,4,2020-08-29
57313,5,1,113,3,5,2020-08-29
111274,6,0,887,102,6,2020-08-29
190091,8,2,7,24,7,2020-08-29
61048,3,0,81,20,8,2020-08-29
299363,57,12,2226,295,9,2020-08-29
1160743,114,30,7324,736,10,2020-08-29
29786,0,1,395,11,1,2020-08-30
56081,2,0,78,40,2,2020-08-30
200882,13,10,1549,160,3,2020-08-30
159206,20,4,2182,80,4,2020-08-30
57732,7,0,111,4,5,2020-08-30
111765,6,0,1471,108,6,2020-08-30
190909,8,2,7,24,7,2020-08-30
61671,3,0,81,20,8,2020-08-30
304060,51,13,2302,294,9,2020-08-30
1172092,110,30,8176,741,10,2020-08-30
29861,0,1,355,10,1,2020-08-31
56152,1,2,79,38,2,2020-08-31
202393,14,10,2384,160,3,2020-08-31
159914,20,3,2833,81,4,2020-08-31
57884,7,0,111,4,5,2020-08-31
112433,5,0,1463,106,6,2020-08-31
191779,7,2,5,30,7,2020-08-31
62050,3,0,81,20,8,2020-08-31
308245,66,13,2446,292,9,2020-08-31
1180711,123,31,9757,741,10,2020-08-31
30639,0,1,402,10,1,2020-09-01
56537,1,2,79,38,2,2020-09-01
204453,15,9,2409,161,3,2020-09-01
160821,18,4,2330,72,4,2020-09-01
58326,7,0,111,4,5,2020-09-01
114069,7,0,1081,106,6,2020-09-01
192764,7,0,2,23,7,2020-09-01
62645,4,0,80,22,8,2020-09-01
312873,60,14,2555,299,9,2020-09-01
1193127,119,30,9049,735,10,2020-09-01
33297,0,1,361,11,1,2020-09-02
60984,2,1,78,39,2,2020-09-02
206661,14,8,1759,162,3,2020-09-02
162015,18,3,2188,71,4,2020-09-02
58440,7,0,111,4,5,2020-09-02
115205,7,0,1068,104,6,2020-09-02
193666,7,0,3,28,7,2020-09-02
63006,4,1,80,22,8,2020-09-02
317294,68,16,2347,287,9,2020-09-02
1210568,127,30,7995,728,10,2020-09-02
34034,0,1,329,10,1,2020-09-03
61242,2,1,78,39,2,2020-09-03
208128,12,7,1637,163,3,2020-09-03
163161,22,3,2093,83,4,2020-09-03
59119,7,0,111,4,5,2020-09-03
116635,8,0,1155,92,6,2020-09-03
194970,7,0,5,24,7,2020-09-03
63739,2,1,82,17,8,2020-09-03
321229,72,16,2347,287,9,2020-09-03
1222257,132,29,7837,719,10,2020-09-03
34892,0,0,338,10,1,2020-09-04
63277,2,1,78,39,2,2020-09-04
210189,12,5,1478,165,3,2020-09-04
164126,20,3,2110,69,4,2020-09-04
59296,7,0,111,4,5,2020-09-04
118165,9,0,1082,88,6,2020-09-04
196412,7,0,1,24,7,2020-09-04
64677,2,1,82,14,8,2020-09-04
325455,69,18,2213,245,9,2020-09-04
1236489,128,28,7493,658,10,2020-09-04
35399,0,0,400,10,1,2020-09-05
63468,1,1,79,39,2,2020-09-05
212444,10,5,1501,165,3,2020-09-05
165173,20,3,2110,69,4,2020-09-05
59559,7,0,111,4,5,2020-09-05
119253,10,0,1140,95,6,2020-09-05
197737,7,0,1,24,7,2020-09-05
65537,2,1,82,16,8,2020-09-05
329237,72,18,2387,269,9,2020-09-05
1247807,129,28,7811,691,10,2020-09-05
35715,0,0,391,13,1,2020-09-06
63550,1,1,79,39,2,2020-09-06
214267,8,5,1672,165,3,2020-09-06
165818,20,3,2110,69,4,2020-09-06
59810,2,0,116,4,5,2020-09-06
119549,10,0,1512,101,6,2020-09-06
198472,7,0,1,24,7,2020-09-06
66892,2,1,82,16,8,2020-09-06
331752,65,18,2482,264,9,2020-09-06
1255825,115,28,8445,695,10,2020-09-06
35857,0,0,363,13,1,2020-09-07
63604,1,1,79,39,2,2020-09-07
215919,9,5,2533,165,3,2020-09-07
170371,28,3,2799,88,4,2020-09-07
59964,2,0,116,4,5,2020-09-07
120178,8,1,1591,92,6,2020-09-07
199037,14,0,2,41,7,2020-09-07
67146,2,1,82,16,8,2020-09-07
334147,70,18,2650,231,9,2020-09-07
1266223,134,29,10215,689,10,2020-09-07
36085,0,0,304,16,1,2020-09-08
64205,1,0,79,40,2,2020-09-08
217933,12,5,2542,165,3,2020-09-08
171517,23,4,2244,68,4,2020-09-08
60336,3,0,115,4,5,2020-09-08
121440,8,1,1206,79,6,2020-09-08
200020,11,0,5,46,7,2020-09-08
67375,1,1,83,16,8,2020-09-08
337566,83,17,2519,265,9,2020-09-08
1276477,142,28,9097,699,10,2020-09-08
36314,3,0,287,16,1,2020-09-09
64523,0,1,80,39,2,2020-09-09
219532,12,7,1835,163,3,2020-09-09
172863,19,4,2144,63,4,2020-09-09
60612,4,0,114,4,5,2020-09-09
123225,7,1,1177,76,6,2020-09-09
201209,12,1,5,41,7,2020-09-09
67858,7,1,77,14,8,2020-09-09
341923,97,21,2190,268,9,2020-09-09
1288059,161,36,7909,684,10,2020-09-09
37283,1,0,284,13,1,2020-09-10
64833,1,1,79,39,2,2020-09-10
222233,8,8,1608,162,3,2020-09-10
174053,19,3,2020,58,4,2020-09-10
61152,6,0,96,4,5,2020-09-10
124575,8,3,1063,75,6,2020-09-10
202371,12,1,5,38,7,2020-09-10
68695,4,1,80,11,8,2020-09-10
347835,107,22,2002,271,9,2020-09-10
1303030,166,39,7237,671,10,2020-09-10
37632,1,0,297,13,1,2020-09-11
66365,2,1,78,39,2,2020-09-11
224473,9,8,1408,162,3,2020-09-11
175081,16,2,2111,62,4,2020-09-11
61531,6,0,96,4,5,2020-09-11
125933,8,3,1071,74,6,2020-09-11
203760,9,1,7,39,7,2020-09-11
69661,5,2,77,13,8,2020-09-11
352383,107,24,2068,262,9,2020-09-11
1316819,163,41,7213,668,10,2020-09-11
38382,2,0,351,13,1,2020-09-12
66573,2,1,78,39,2,2020-09-12
226050,10,8,1467,162,3,2020-09-12
176037,16,2,2111,62,4,2020-09-12
61825,7,1,95,3,5,2020-09-12
127311,11,3,1155,74,6,2020-09-12
205200,9,1,7,39,7,2020-09-12
70929,6,2,76,12,8,2020-09-12
359186,104,24,2268,271,9,2020-09-12
1331493,167,42,7608,675,10,2020-09-12
38506,5,2,418,15,1,2020-09-13
66712,3,0,77,40,2,2020-09-13
227948,11,9,1691,161,3,2020-09-13
176734,16,2,2111,62,4,2020-09-13
62066,4,1,98,3,5,2020-09-13
128006,15,3,1531,79,6,2020-09-13
206161,9,1,7,39,7,2020-09-13
72314,6,2,76,12,8,2020-09-13
363619,113,24,2424,267,9,2020-09-13
1342066,182,44,8433,678,10,2020-09-13
38634,4,2,371,16,1,2020-09-14
66838,2,1,78,39,2,2020-09-14
230082,17,7,2492,163,3,2020-09-14
179258,28,2,2837,71,4,2020-09-14
62211,4,1,98,3,5,2020-09-14
128376,15,3,1583,88,6,2020-09-14
207020,14,1,2,48,7,2020-09-14
72393,6,2,76,12,8,2020-09-14
366596,118,28,2467,290,9,2020-09-14
1351408,208,47,10004,730,10,2020-09-14
39455,5,1,330,15,1,2020-09-15
67492,5,1,75,39,2,2020-09-15
231710,25,7,2448,163,3,2020-09-15
180300,27,2,2170,67,4,2020-09-15
62410,5,1,97,3,5,2020-09-15
130356,23,3,1150,94,6,2020-09-15
208394,12,1,4,35,7,2020-09-15
73060,11,3,70,22,8,2020-09-15
371331,131,30,2287,289,9,2020-09-15
1364508,244,49,8631,727,10,2020-09-15
40037,6,1,287,12,1,2020-09-16
67986,6,1,74,39,2,2020-09-16
234165,22,9,1592,161,3,2020-09-16
181938,33,2,2049,71,4,2020-09-16
62910,7,1,95,3,5,2020-09-16
131934,22,4,990,90,6,2020-09-16
209956,14,2,2,33,7,2020-09-16
73911,12,3,69,12,8,2020-09-16
377002,145,31,2058,233,9,2020-09-16
1379839,267,54,7216,654,10,2020-09-16
40600,6,1,254,12,1,2020-09-17
68401,6,1,74,39,2,2020-09-17
236324,25,8,1397,162,3,2020-09-17
183608,29,2,1968,68,4,2020-09-17
63402,9,1,93,3,5,2020-09-17
133609,24,5,990,90,6,2020-09-17
211061,13,2,4,65,7,2020-09-17
74680,14,3,70,16,8,2020-09-17
383426,138,32,1985,257,9,2020-09-17
1395111,264,55,6835,712,10,2020-09-17
41639,4,3,261,17,1,2020-09-18
70795,6,1,74,39,2,2020-09-18
237215,27,9,1266,161,3,2020-09-18
185251,33,2,2029,75,4,2020-09-18
63867,10,2,92,3,5,2020-09-18
135566,26,5,894,92,6,2020-09-18
213271,15,3,2,40,7,2020-09-18
76006,14,3,70,16,8,2020-09-18
390355,137,34,2034,271,9,2020-09-18
1413965,272,62,6722,714,10,2020-09-18
42217,5,3,341,12,1,2020-09-19
71131,7,1,73,39,2,2020-09-19
239740,26,12,1345,158,3,2020-09-19
186664,33,2,2029,75,4,2020-09-19
64639,8,2,94,3,5,2020-09-19
137321,30,5,1045,92,6,2020-09-19
215852,15,3,2,40,7,2020-09-19
77017,14,3,70,15,8,2020-09-19
397518,127,53,2272,263,9,2020-09-19
1432099,265,84,7271,697,10,2020-09-19
42354,6,2,380,12,1,2020-09-20
71293,7,1,73,39,2,2020-09-20
241892,28,12,1622,158,3,2020-09-20
187781,33,2,2029,75,4,2020-09-20
65051,8,2,94,3,5,2020-09-20
137802,27,5,1419,97,6,2020-09-20
217533,15,3,2,40,7,2020-09-20
78516,14,3,70,15,8,2020-09-20
402461,135,38,2316,271,9,2020-09-20
1444683,273,68,8005,710,10,2020-09-20
42545,8,1,332,14,1,2020-09-21
71485,9,3,71,37,2,2020-09-21
243444,31,11,2500,159,3,2020-09-21
190527,38,2,2647,78,4,2020-09-21
65436,8,2,94,3,5,2020-09-21
139485,30,5,1480,104,6,2020-09-21
218557,17,2,0,41,7,2020-09-21
79786,14,3,70,15,8,2020-09-21
406830,142,38,2242,263,9,2020-09-21
1458095,297,67,9436,714,10,2020-09-21
42848,6,1,293,13,1,2020-09-22
72083,11,3,69,37,2,2020-09-22
245789,45,15,2508,155,3,2020-09-22
191938,40,4,2099,78,4,2020-09-22
65943,7,2,95,3,5,2020-09-22
141821,31,5,1130,95,6,2020-09-22
219840,15,3,2,33,7,2020-09-22
80633,12,3,69,20,8,2020-09-22
411752,148,39,2141,235,9,2020-09-22
1472647,315,75,8406,669,10,2020-09-22
43847,4,0,278,13,1,2020-09-23
72950,11,3,69,37,2,2020-09-23
248929,54,15,1720,155,3,2020-09-23
193891,35,5,1931,71,4,2020-09-23
66546,9,1,93,4,5,2020-09-23
143167,38,4,963,89,6,2020-09-23
221878,25,4,5,23,7,2020-09-23
81252,9,3,72,16,8,2020-09-23
416804,151,42,2122,219,9,2020-09-23
1489264,336,77,7253,627,10,2020-09-23
44375,7,0,290,16,1,2020-09-24
73604,13,2,67,38,2,2020-09-24
252024,56,13,1538,157,3,2020-09-24
196032,36,5,1929,67,4,2020-09-24
67453,11,1,91,4,5,2020-09-24
144870,38,8,939,93,6,2020-09-24
223494,20,5,32,21,7,2020-09-24
82110,9,3,72,16,8,2020-09-24
423820,154,41,1791,229,9,2020-09-24
1507782,344,78,6749,641,10,2020-09-24
45283,3,0,283,13,1,2020-09-25
76048,9,1,71,39,2,2020-09-25
255064,56,15,1381,155,3,2020-09-25
198596,35,5,1880,60,4,2020-09-25
68262,10,1,92,4,5,2020-09-25
146870,38,7,948,91,6,2020-09-25
225403,20,5,31,31,7,2020-09-25
83161,6,4,74,15,8,2020-09-25
429504,156,40,1494,248,9,2020-09-25
1528191,333,78,6254,656,10,2020-09-25
45875,6,1,360,12,1,2020-09-26
76550,10,1,70,39,2,2020-09-26
258344,61,13,1478,157,3,2020-09-26
200542,35,5,1880,60,4,2020-09-26
68479,12,1,90,4,5,2020-09-26
149333,39,6,897,91,6,2020-09-26
227296,20,5,31,31,7,2020-09-26
84223,3,5,76,7,8,2020-09-26
434992,157,43,2155,252,9,2020-09-26
1545634,343,80,7037,653,10,2020-09-26
46351,7,1,404,15,1,2020-09-27
76778,12,2,68,38,2,2020-09-27
260035,66,13,1710,157,3,2020-09-27
201656,35,5,1880,60,4,2020-09-27
68580,8,1,94,4,5,2020-09-27
149993,40,8,1331,104,6,2020-09-27
228548,20,5,31,31,7,2020-09-27
86095,3,5,76,7,8,2020-09-27
437463,171,44,2206,240,9,2020-09-27
1555499,362,84,7800,656,10,2020-09-27
46505,6,2,363,15,1,2020-09-28
76968,10,1,70,39,2,2020-09-28
263105,74,13,2591,157,3,2020-09-28
204685,39,5,2646,69,4,2020-09-28
69193,7,2,95,2,5,2020-09-28
151875,40,8,1420,95,6,2020-09-28
229398,25,4,13,44,7,2020-09-28
87118,3,5,76,7,8,2020-09-28
441145,177,48,2214,247,9,2020-09-28
1569992,381,88,9488,675,10,2020-09-28
47338,6,3,325,16,1,2020-09-29
78010,10,1,70,39,2,2020-09-29
265717,80,13,2593,157,3,2020-09-29
206403,45,6,2053,57,4,2020-09-29
69696,8,2,94,2,5,2020-09-29
153499,40,9,909,88,6,2020-09-29
229719,22,4,15,37,7,2020-09-29
88155,5,3,76,14,8,2020-09-29
448041,185,49,2219,238,9,2020-09-29
1586578,401,90,8354,648,10,2020-09-29
47996,6,3,298,16,1,2020-09-30
78719,8,2,72,38,2,2020-09-30
267881,77,13,1815,157,3,2020-09-30
208280,44,5,1930,57,4,2020-09-30
84422,11,1,91,3,5,2020-09-30
154854,42,7,872,85,6,2020-09-30
231619,19,4,16,37,7,2020-09-30
89928,7,3,77,12,8,2020-09-30
454288,192,52,2050,235,9,2020-09-30
1617987,406,90,7221,640,10,2020-09-30
49020,8,4,286,15,1,2020-10-01
79599,7,2,73,38,2,2020-10-01
269904,75,12,1653,158,3,2020-10-01
210372,42,5,1949,48,4,2020-10-01
85056,13,1,89,3,5,2020-10-01
157184,41,11,924,92,6,2020-10-01
233645,17,5,18,33,7,2020-10-01
90938,6,4,74,11,8,2020-10-01
460855,186,54,1995,252,9,2020-10-01
1636573,395,98,7061,650,10,2020-10-01
49410,11,4,300,18,1,2020-10-02
82267,5,2,75,38,2,2020-10-02
273276,70,15,1468,155,3,2020-10-02
212111,42,4,1924,49,4,2020-10-02
86895,11,1,91,3,5,2020-10-02
159638,41,10,747,89,6,2020-10-02
235258,17,5,18,33,7,2020-10-02
92357,8,4,72,8,8,2020-10-02
467200,167,55,1966,237,9,2020-10-02
1658412,372,100,6661,630,10,2020-10-02
49714,13,2,360,14,1,2020-10-03
82810,7,1,73,39,2,2020-10-03
275412,70,15,1561,155,3,2020-10-03
213843,42,4,1924,49,4,2020-10-03
87512,11,1,91,3,5,2020-10-03
161913,42,10,891,90,6,2020-10-03
237118,24,5,60,65,7,2020-10-03
93387,18,5,66,12,8,2020-10-03
472159,170,54,2158,246,9,2020-10-03
1673868,397,97,7184,673,10,2020-10-03
50109,11,4,361,14,1,2020-10-04
83060,5,2,75,38,2,2020-10-04
277858,64,15,1732,155,3,2020-10-04
214919,42,4,1924,49,4,2020-10-04
87797,12,0,90,4,5,2020-10-04
162945,29,11,1356,90,6,2020-10-04
238640,24,5,60,65,7,2020-10-04
95290,18,5,66,12,8,2020-10-04
475755,168,57,2215,247,9,2020-10-04
1686373,373,103,7879,674,10,2020-10-04
50283,14,2,328,15,1,2020-10-05
83251,6,2,74,38,2,2020-10-05
280640,67,15,2612,155,3,2020-10-05
218323,39,5,2569,80,4,2020-10-05
88215,11,1,91,3,5,2020-10-05
163011,32,11,1428,101,6,2020-10-05
239498,24,5,60,65,7,2020-10-05
96312,13,5,66,12,8,2020-10-05
478735,181,55,2341,265,9,2020-10-05
1698268,387,101,9569,734,10,2020-10-05
51576,10,4,308,17,1,2020-10-06
83925,8,2,72,38,2,2020-10-06
283329,71,17,2602,153,3,2020-10-06
219940,48,5,1952,67,4,2020-10-06
89055,12,1,90,3,5,2020-10-06
165584,35,12,1069,86,6,2020-10-06
240971,19,3,63,81,7,2020-10-06
97220,13,5,66,12,8,2020-10-06
484905,181,52,2134,269,9,2020-10-06
1716505,397,101,8356,726,10,2020-10-06
52368,9,5,274,17,1,2020-10-07
84705,9,1,71,39,2,2020-10-07
285846,76,14,1752,156,3,2020-10-07
222197,48,5,1815,67,4,2020-10-07
89963,14,1,88,3,5,2020-10-07
167346,31,10,967,68,6,2020-10-07
243540,23,3,49,12,7,2020-10-07
98017,13,4,67,8,8,2020-10-07
491112,202,57,2004,251,9,2020-10-07
1735094,425,100,7087,621,10,2020-10-07
52832,9,5,287,17,1,2020-10-08
85501,9,2,71,98,2,2020-10-08
289066,73,14,1546,156,3,2020-10-08
224371,49,5,1829,57,4,2020-10-08
91634,14,1,88,3,5,2020-10-08
169436,31,10,967,68,6,2020-10-08
245706,25,3,53,12,7,2020-10-08
98888,13,4,67,8,8,2020-10-08
499422,176,63,1880,246,9,2020-10-08
1756856,399,107,6788,665,10,2020-10-08
54075,6,5,257,13,1,2020-10-09
87604,9,2,71,38,2,2020-10-09
291469,74,16,1383,154,3,2020-10-09
226649,53,4,1840,69,4,2020-10-09
92377,16,1,86,3,5,2020-10-09
172004,36,5,913,85,6,2020-10-09
247667,25,3,59,12,7,2020-10-09
100172,10,7,67,6,8,2020-10-09
503414,176,60,1951,247,9,2020-10-09
1775431,405,103,6627,627,10,2020-10-09
54437,7,6,310,17,1,2020-10-10
88356,11,2,69,38,2,2020-10-10
294868,70,14,1413,156,3,2020-10-10
228714,53,4,1840,69,4,2020-10-10
93704,17,1,85,44,5,2020-10-10
174525,40,6,1015,95,6,2020-10-10
249588,23,7,49,9,7,2020-10-10
101781,14,6,64,8,8,2020-10-10
509414,175,53,2004,264,9,2020-10-10
1795387,410,99,6849,700,10,2020-10-10
55106,7,6,322,23,1,2020-10-11
88566,8,2,72,38,2,2020-10-11
297659,73,13,1689,157,3,2020-10-11
230231,53,4,1840,69,4,2020-10-11
94191,22,2,76,43,5,2020-10-11
175745,44,5,1397,91,6,2020-10-11
251328,23,7,49,9,7,2020-10-11
103080,20,6,64,8,8,2020-10-11
513357,181,51,2241,285,9,2020-10-11
1809263,431,96,7750,723,10,2020-10-11
55492,11,4,304,23,1,2020-10-12
88853,10,2,70,38,2,2020-10-12
299725,70,13,2537,157,3,2020-10-12
233607,63,7,2644,72,4,2020-10-12
94730,21,2,77,43,5,2020-10-12
177313,44,7,1473,86,6,2020-10-12
252527,23,7,49,9,7,2020-10-12
104286,20,6,64,8,8,2020-10-12
516398,202,49,2292,277,9,2020-10-12
1822931,464,97,9510,713,10,2020-10-12
55779,12,4,270,21,1,2020-10-13
89664,9,2,71,38,2,2020-10-13
302515,83,18,2540,152,3,2020-10-13
235197,69,7,2116,72,4,2020-10-13
95693,28,1,70,44,5,2020-10-13
178888,46,7,1079,77,6,2020-10-13
254271,37,8,36,10,7,2020-10-13
105354,17,4,67,27,8,2020-10-13
527278,203,56,2234,258,9,2020-10-13
1844639,504,107,8483,699,10,2020-10-13
56187,13,4,254,22,1,2020-10-14
90495,10,2,70,38,2,2020-10-14
305198,91,20,1714,150,3,2020-10-14
237453,74,7,1889,64,4,2020-10-14
96797,28,2,70,43,5,2020-10-14
180738,55,9,950,85,6,2020-10-14
255973,44,8,35,10,7,2020-10-14
106030,18,4,66,15,8,2020-10-14
532801,209,56,2056,255,9,2020-10-14
1861672,542,112,7104,682,10,2020-10-14
57997,13,4,251,23,1,2020-10-15
91346,10,2,70,38,2,2020-10-15
307330,83,20,1441,150,3,2020-10-15
239513,80,11,1846,61,4,2020-10-15
97777,31,4,67,41,5,2020-10-15
182823,60,12,882,90,6,2020-10-15
259232,45,7,30,8,7,2020-10-15
107118,19,4,65,17,8,2020-10-15
538349,204,55,1831,277,9,2020-10-15
1881485,545,119,6483,705,10,2020-10-15
58645,18,4,270,18,1,2020-10-16
93535,11,2,69,38,2,2020-10-16
312078,92,19,1271,151,3,2020-10-16
241698,96,13,1920,60,4,2020-10-16
98891,29,5,73,40,5,2020-10-16
185114,64,12,902,98,6,2020-10-16
261099,51,8,33,10,7,2020-10-16
108195,19,4,65,17,8,2020-10-16
538349,204,55,1831,277,9,2020-10-16
1897604,584,122,6434,709,10,2020-10-16
62627,18,4,351,69,1,2020-10-17
94104,9,2,71,38,2,2020-10-17
316800,100,21,1327,149,3,2020-10-17
243541,104,14,2482,75,4,2020-10-17
101178,38,5,71,40,5,2020-10-17
186282,64,15,929,88,6,2020-10-17
264968,46,7,39,11,7,2020-10-17
110142,19,5,65,7,8,2020-10-17
543071,196,57,1867,231,9,2020-10-17
1922713,594,130,7202,708,10,2020-10-17
60141,17,5,381,21,1,2020-10-18
94311,10,2,70,38,2,2020-10-18
318846,93,22,1515,148,3,2020-10-18
245151,118,16,2845,79,4,2020-10-18
102562,34,5,75,40,5,2020-10-18
188162,60,16,1324,99,6,2020-10-18
266936,46,7,39,11,7,2020-10-18
112147,14,5,58,7,8,2020-10-18
549772,215,57,2226,251,9,2020-10-18
1938028,607,135,8533,694,10,2020-10-18
60416,22,5,293,17,1,2020-10-19
94592,14,3,66,37,2,2020-10-19
323137,101,26,2395,144,3,2020-10-19
248228,141,16,2587,86,4,2020-10-19
103442,31,5,78,40,5,2020-10-19
189023,72,16,1379,103,6,2020-10-19
267857,46,7,39,11,7,2020-10-19
113560,14,5,58,7,8,2020-10-19
552323,213,62,2282,242,9,2020-10-19
1952578,654,145,9177,687,10,2020-10-19
60750,20,4,282,12,1,2020-10-20
95081,17,3,63,37,2,2020-10-20
326005,110,22,2414,148,3,2020-10-20
250069,154,19,2034,76,4,2020-10-20
104853,45,4,64,41,5,2020-10-20
192341,88,19,1118,100,6,2020-10-20
271062,68,11,32,8,7,2020-10-20
114577,23,6,40,15,8,2020-10-20
557309,219,57,2160,256,9,2020-10-20
